JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
Information Technology (IT) Manager,Perfetti Van Melle (Viet Nam) Limited,1/25/2022,1000,2000,Thương lượng,"IT Project Management,FMCG,ERP SAP System,It Support,Computer Science;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Bất kỳ
Project Lead ($1000 - $2500),"Neolab Vietnam CO., LTD",1/25/2022,1000,2500,$1000 - $2500,"PHP,Aws,System Development,Agile,IT Production;",Đà Nẵng,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Mobile Developer (React Native),Công Ty CP Giải Pháp Kinh Doanh Nền Tảng - Basebs,1/25/2022,700,1100,$700 - $1100,"React Native,Lập Trình Android,Mobile Development,Android Studio,Kotlin;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chuyên Viên Triển Khai Và Tích Hợp Hệ Thống ( S.i/ Network ),Netnam Corp.,1/25/2022,1000,2000,Thương lượng,"Tiếng Anh,Công Nghệ Thông Tin,CCNA,CCNP,Network;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Sales Executive,Công Ty CP Giải Pháp Kinh Doanh Nền Tảng - Basebs,1/25/2022,650,876,$650 - $876,"Sale,Technical Sales,Customer Service,Tiếng Anh;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Recruitment Executive (x2),"Niteco (Vietnam) CO., Ltd",1/25/2022,500,1500,Thương lượng,"IT Recruitment,Screening Cvs,Tech Headhunt,Human Resources,HR Planning;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Technical Manager,Công Ty TNHH Quốc Tế DP,1/25/2022,250,0,Thương lượng,"Technical Advising,Vận Hành Hệ Thống Server,Kiến Trúc Giải Pháp,Vận Hành Bảo Trì,Ngân Hàng;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
PHP Developer Game (Hoan Nghênh Ứng Viên Fresher),Công Ty TNHH Ateam Việt Nam,1/25/2022,700,1600,Thương lượng,"Java,PHP,HTML CSS,Phát Triển Game,Lập Trình Game;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Tiếng Anh
"[Hot] Full-Stack Developer (.NET, ASP.NET)",Công Ty TNHH Marina Landscape Việt Nam,1/25/2022,1200,1500,Thương lượng,"C#,JS,CSS,.Net MVC,SQL Server;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
IT Officer,COFCO International Vietnam Ltd.,1/25/2022,300,0,Thương lượng,"IT Office,SharePoint,IT Operations,Service Delivery Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Cloud Infrastructure Engineer,Netcompany,1/25/2022,500,1000,Thương lượng,"Azure,Cloud;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Embedded Test Engineer,HCL Vietnam Company Limited,1/25/2022,1000,2500,$1000 - $2500,"Embedded Tester,Design Verification Testing,English;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Kỹ Sư Phát Triển Phần Mềm,Viễn Thông Thành Phố Hồ Chí Minh,1/25/2022,1500,2000,Thương lượng,"IT System,Software Development,IT Phần Mềm,Testers,BA Tester;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior PHP Developers (Laravel) [Up to ~ $1500],"Daito Vietnam Co., Ltd.",1/25/2022,700,1500,$700 - $1500,"Framework Laravel,HTML5,PHP;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Game Designer,Công Ty TNHH Ateam Việt Nam,1/25/2022,800,1600,Thương lượng,"Phát Triển Game,Game Design,Thiết Kế Game,Game Online,Mobile Game;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Technical Recruiter (IT Company),Floware Viet Nam One Member Company Limited,1/24/2022,1800,0,Thương lượng,"IT Recruitment,Recruitment Management,Tech Headhunt,Technical Recruitment,Talent Acquisition;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Full Stack Developer (Brand & Digital Products) - Lập Trình Viên Full Stack,Unios Vietnam,1/24/2022,2000,3000,$2000 - $3000,"Tiếng Anh Nâng Cao,Lập Trình,Full Stack Development,Technical Support;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Fresher/ Graduate Developer,Netcompany,1/24/2022,500,900,Thương lượng,".NET,OOP,Data Modeling,Architectural Pattern,Software Design Patterns;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Tiếng Anh
IOS Developer (Upto $2000 NET),Giao Hàng Tiết Kiệm,1/24/2022,350,2000,Thương lượng,"Data Analyst,Java,Swift iOS,Json,Objective-C;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
MES Developer Làm Việc KCN Đồng Văn II - Hà Nam,"Ace Antenna Co., Ltd",1/24/2022,1000,1500,Thương lượng,"Code Delphi,Visual Basic,Rdbms,Mes,ERP;","Hà Nội,Hưng Yên,Hà Nam",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Backend Developer,Jio Health,1/24/2022,300,0,Thương lượng,"Java,Spring,My SQL,PostgreSQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
BIM Engineer,"Tobic Co., Ltd",1/24/2022,500,1500,Thương lượng,"Archicad,BIM Engineering,Unity,Revit;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Chuyên Viên Phát Triển Ứng Dụng - Back End,Công Ty Tài Chính Cổ Phần Điện Lực,1/24/2022,300,300,Thương lượng,"Back-End,Java,NodeJS,.NET,API Web Services;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Mobile Developers - Android and iOS,Jio Health,1/24/2022,300,0,Thương lượng,"Rest API,Android Development,iOS Development,Mobile UI,Mobile Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Recruiter (up to 1500$) - Urgent !!!,Inspius Singapore Pte. LTD,1/24/2022,700,1500,$700 - $1500,"English,IT Recruitment,Hiring,Tuyển Dụng;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Chuyên Viên DevOps [BAC A BANK - Khối Ngân Hàng Số],Ngân Hàng Thương Mại Cổ Phần Bắc Á,1/24/2022,300,300,Thương lượng,"Giải Pháp Công Nghệ,Hạ Tầng Kỹ Thuật,Tcpip,Networking Protocols,Linux;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Front End Developer,Jio Health,1/24/2022,300,0,Thương lượng,"HTML,CSS,Angular 2+,Rest API,Front End;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Fullstack Java Developer,Công Ty Tài Chính Cổ Phần Tín Việt (Vietcredit),1/24/2022,1500,2500,$1500 - $2500,"Java Spring Framework,Microservicers Artchitecture,Spring Cloud Stream,Python Programming,.NET;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
UI/UX Designer,Advesa Digital Solutions,1/24/2022,1000,3000,Thương lượng,"Web Design,English,Team Management,Mobile Apps Design;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
IT Recruiter - Onboard After Tet Holiday,"Tek Experts Co., Ltd",1/24/2022,1000,1500,Thương lượng,"IT Talent Acquisition,Sourcing Candidates,English Communications;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
PMO Assistant x2,"Niteco (Vietnam) CO., Ltd",1/24/2022,500,2000,Thương lượng,"English,Admin,IT Phần Mềm,Interpersonal Skill,Microsoft Office;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Back End Developer,Ban Vien Software,1/24/2022,1000,1500,Thương lượng,"Java,Java Springboot,Spring MVC,OOP,Api;","Hồ Chí Minh,Đà Nẵng,Huế",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Embedded Linux Software Engineer,Ban Vien Software,1/24/2022,1000,1500,Thương lượng,"C++,Embedded,Linux OS,Linux Kernel,HTML5;","Hồ Chí Minh,Đà Nẵng,Huế",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Business Analyst,Ban Vien Software,1/24/2022,1000,1500,Thương lượng,".NET,Restful Api,Agile,OOP,C#;","Hồ Chí Minh,Đà Nẵng,Huế",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Backend Engineer (Golang/java/c++),Tiki CORPORATION,1/21/2022,2000,3000,Thương lượng,"Golang,Java,C++,MySQL;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Digital Solution Delivery Manager – DMS,Coca-Cola Beverages Vietnam Ltd.,1/21/2022,1500,2000,Thương lượng,"DMS System,Digital Solution,Digital Transformation Strategy,Digitalization,Sales ERP;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Business Analyst,ELCA Information Technology (Vietnam) Limited,1/21/2022,1000,2000,Thương lượng,"SQL,Analyst Skill,Software,Business Analysis,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Nhân Viên Lập Trình (Web/ Mobile),Công Ty TNHH Dịch Vụ Nghiệp Vụ Doanh Nghiệp BPO,1/21/2022,300,1000,Thương lượng,"Angular,Lập Trình Mobile,Web Development,ReactJS,React Native;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
IT Programmer,TLC Modular Construction Limited Liability Company,1/21/2022,800,1000,$800 - $1000,"HTML,ReactJS,Agile Development,PHP,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Senior Developer (NodeJS/ PHP/ ReactJS) - Start from 2,000$",Go1 Vietnam,1/21/2022,2000,3000,Thương lượng,"PHP,NodeJS,React,Typescript,Software Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Delivery Manager,FPT Software,1/21/2022,1000,2000,Thương lượng,"English,Project Management,IT Technical;",Quốc tế,toàn thời gian,Trưởng phòng,"5,000-9,999 Nhân viên",Bất kỳ
Nhân Viên IT Phần Mềm (Lập Trình),Công Ty TNHH Du Lịch Trần Việt (Transviet),1/21/2022,500,700,Thương lượng,"Web API,JavaScript,Mobile App Development,Web Service,MS SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Security Senior Officer – Operation Control Department,Sumitomo Mitsui Banking Corporation Ho Chi Minh City Branch,1/21/2022,500,0,Thương lượng,"Audit Standards,Cissp,Cisa,Vpn,An Ninh Bảo Mật Mạng;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Engineer,3D Networks,1/21/2022,500,600,$500 - $600,"Network,Lan,Pabx Systems,Windows;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Kỹ Sư ĐTVT/ CNTT/ Tự Động Hóa/ Cơ Điện Tử/ Cơ Kỹ Thuật,Trung Tâm Đo Kiểm Và Sửa Chữa Thiết Bị Viễn Thông MobiFone - CN Tổng Công Ty Viễn Thông MobiFone,1/21/2022,650,950,$650 - $950,"Điện Tử Viễn Thông,Nghiên Cứu,Phát Triển Sản Phẩm,Cơ Điện Tử,Cơ Kỹ Thuật;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,,Bất kỳ
Accounting Team Leader (Outsourcing Services),DIGI-TEXX Vietnam,1/21/2022,500,1000,Thương lượng,"SAP,English,Project Management,Finance,Leadership;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
Customer Support Leader (Up to 1700$),SmartOSC,1/21/2022,800,2000,$800 - $2000,"Ecommerce Technology,DevOps,IT System,English,ERP Systems;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
QC Engineer (Salary up to $1800),S3 Corporation ( S3 Corp.),1/21/2022,600,1300,$600 - $1300,"QC,Manual Testing,Software Testing,Web Testing;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Senior System Integrator Team Lead,Diebold Nixdorf Vietnam Company Limited,1/21/2022,1300,2000,Thương lượng,"Banking,ATM,Agile,MS SQL,C++;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
IT Staff,CTY TNHH Baconco,1/21/2022,0,500,Tới $500,"IT Phần Mềm,Software,Android,Firewall,Windows Server;","Hồ Chí Minh,Bà Rịa - Vũng Tàu,Đồng Nai",toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Viettel Network - Kỹ Sư Thiết Kế và Triển Khai Hệ Thống Mạng (DS),Tổng Công Ty Mạng Lưới Viettel,1/21/2022,700,900,Thương lượng,"Switch,DNS,Cloud,Windows Server;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Viettel High Technology - Software Engineer,Tổng Công Ty Công Nghiệp Công Nghệ Cao Viettel (VHT),1/21/2022,800,2200,$800 - $2200,"Java,C++,PHP,Objective-C,Adroid;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Team Lead Full-Stack (Nodejs/reactjs) – Signing Bonus Up to $4000,FPT Software,1/21/2022,1000,2000,Thương lượng,"NodeJS,ReactJS,Agile,Scrum,Software Lifecycle Management;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
".Net Developer (.Net, Asp.net, AngularJS)",VUS - The English Center,1/21/2022,700,1000,Thương lượng,".NET,ASP.NET Core,Angular JS,Công Nghệ Thông Tin Phần Mềm,.Net Core;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Kỹ Sư Phát Triển FPGA,Tổng Công Ty Công Nghiệp Công Nghệ Cao Viettel (VHT),1/21/2022,800,2500,$800 - $2500,"FPGA,Verilog,Điện Tử Viễn Thông,Mạch Điều Khiển;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Java Developer (Hanoi & HCMC),Positive Thinking Company,1/21/2022,1500,2000,Thương lượng,"Java Spring Framework,My SQL,Kafka,Java Core,Mongodb;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Service Delivery & Operations Manager,3D Networks,1/21/2022,1500,2500,$1500 - $2500,"ICT,Project Management,Operation Management,Itil,PMP;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Tiếng Anh
IT Business Analyst,"Panasonic Vietnam CO., LTD",1/21/2022,700,1200,Thương lượng,"Business Analysis,SAP,Salesforce,Application Support,IT Software;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
SAP Application Consultant,"Panasonic Vietnam CO., LTD",1/21/2022,300,1000,Thương lượng,"SAP,SAP MM Configuration,SAP Technical,SAP Ecc 6.0,CRM;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Senior ERP Project Manager - Salary 3500 NET,Vsd Holdings,1/21/2022,1000,3500,$1000 - $3500,"ERP,SAP,Software Project Management;",Hà Nội,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
Automation Developer,Avery Dennison RBIS Vietnam,1/21/2022,600,800,Thương lượng,"ReactJS,NodeJS,SQL Oracle,C#,C++;","Long An,Hồ Chí Minh",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
"System Engineer (Cloud, Azure)",Titan Technology Corporation,1/20/2022,700,1500,Thương lượng,"System Network,System Admin,Azure,Cloud,Windows;","Hồ Chí Minh,Lâm Đồng",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Front-End Web Developer (Html/css/js -Up to $900),Chi Nhánh Công Ty TNHH Transcosmos Việt Nam Tại Thành Phố Hồ Chí Minh,1/20/2022,500,1000,Thương lượng,"HTML,CSS,Photoshop,JavaScript,Front End;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Account Manager,SmartOSC,1/20/2022,800,2000,$800 - $2000,"Account Management,Advanced English Level,B2B Sales,Saas,Ecommerce Technology;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Chuyên Viên Công Nghệ Thông Tin,Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,1/20/2022,300,0,Thương lượng,"Công Nghệ Thông Tin,Linux,Administration,SQL Server,Quản Lý Hạ Tầng;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Data Engineer (Level Junior),"Vntravel GROUP (Tripi, Dinogo, Mytour)",1/20/2022,350,1200,Thương lượng,"Data Engineering,Data Warehouse Systems,Oracle Data Warehouse,Data Warehousing;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
IT Communicator (Experienced/inexperienced) Phiên Dịch Viên Tiếng Nhật IT (Không Cần Kinh Nghiệm),"Briswell Viet Nam Co.,ltd",1/20/2022,750,0,Từ $750,"Tiếng Nhật N2,Phiên Dịch,Phát Triển Ứng Dụng,IT System;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
Chuyên Viên Cao Cấp Dịch Vụ Viễn Thông,Techcombank,1/20/2022,500,2000,Thương lượng,"Cloud,Điện Tử Viễn Thông,Tài Chính Ngân Hàng;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
Application Software Engineer (Salary up to $2000),"Pyramid Technical, Inc.",1/20/2022,1000,2000,$1000 - $2000,"Software Engineering,Software Development,Embedded C++,Automotive Engineering;",Đà Nẵng,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Python Cloud Developer,Vietnamworks' Client,1/20/2022,1000,25000,Thương lượng,"Cloud,Google Cloud Platfarm,AWS Cloudfront,Python,Software Solutions;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Senior Mobile Developer (React Native),Vietnamworks' Client,1/20/2022,2000,3000,Thương lượng,"React Native,Mobile UX,Mobile Android App;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
"Lead Qc/tester ( Salary Up to $2,500 )",Contemi Vietnam,1/20/2022,0,2500,Tới $2500,"Testers,Automation Testing,Java,TypeScript,Tester Automotive;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Head of Security Department (Trưởng Phòng),Ngân Hàng TNHH Indovina – Hội Sở,1/20/2022,1500,2500,Thương lượng,"IT Security,IT Management Skill,Leadership Mindset,Coaching Skill,Advanced English Skill;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,,Tiếng Anh
"Network Product Developer (C, Golang)",Skylab Innogram Vietnam LLC,1/20/2022,1000,2000,Thương lượng,"IP Networking,C++,Aws,C Language,Golang;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Embedded Software Engineer (Salary up to $2500),"Pyramid Technical, Inc.",1/20/2022,1500,2500,$1500 - $2500,"Software Engineering,Software Development,C++,Embedded Software,Embedded C++;",Đà Nẵng,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Instructor – Local English Program,"Tek Experts Co., Ltd",1/20/2022,1000,1500,Thương lượng,"English,IT Phần Mềm,It Support,English Teaching;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
"Fullstack Developer (Ruby, ReactJS)",Skylab Innogram Vietnam LLC,1/20/2022,1000,2000,Thương lượng,"ReactJS,Ruby,Full Stack Development,Rest API,Typescript;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Chuyên Viên Quản Lý Sản Phẩm - Thiết Bị Kỹ Thuật Số,Công Ty Cổ Phần Vật Tư Khoa Học Biomedic,1/20/2022,800,1500,Thương lượng,"Kỹ Thuật,Kỹ Sư Điện Điện Từ,Quản Lý Sản Phẩm;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
COBOL Interns,Dxc Vietnam,1/20/2022,400,500,Thương lượng,"Software,Information Technology,English,COBOL,COBOL Program;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
DevOps Interns,Dxc Vietnam,1/20/2022,400,500,Thương lượng,"Software,Information Technology,English,DevOps,Software Development;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
AI Engineer (Up to 3000$),"Ftech CO., LTD",1/20/2022,800,3000,$800 - $3000,"Computer Science,Python,NLP,Computer Vision,Artificial Intelligence;","Hà Nội,Đà Nẵng",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Backend Developer (Ruby),Skylab Innogram Vietnam LLC,1/20/2022,1000,2000,Thương lượng,"Ruby,Python,Backend,Ruby on Rails,Api;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
C++ Software Engineer (Salary up to $2000),"Pyramid Technical, Inc.",1/20/2022,1000,2000,$1000 - $2000,"Software Engineering,Software Development,C++,Automotive Engineering,Software Testing;",Đà Nẵng,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
.NET Interns,Dxc Vietnam,1/20/2022,400,500,Thương lượng,"Software,Information Technology,English,.NET,Dot Net Framework;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
Automation Mobile Tester,Tập Đoàn MK - MK Group,1/20/2022,350,500,Thương lượng,"Testers,Kiểm Thử Sản Phẩm,SQL,Phát Triển Phần Mềm,Oracle;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
ServiceNow Interns,Dxc Vietnam,1/20/2022,400,500,Thương lượng,"Software,Information Technology,English,ServiceNow,Software Development;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
Business Management Associates (Quản Trị Kinh Doanh Tập Sự),One Mount,1/20/2022,1000,1500,Thương lượng,"Data Analyst,Business Analysis,Real Estate,Project Management,Business Development;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
"Nhân Viên Lập Trình Ứng Dụng Di Động, Windows",Công Ty TNHH Vietpn,3/6/2022,1000,3000,$1000 - $3000,"Android Development,iOS Development,.NET,C++,Java;",Hải Dương,toàn thời gian,Nhân viên,Less Than 10 Nhân viên,Bất kỳ
IT Helpdesk,Công Ty Cổ Phần Vinbrain,3/3/2022,800,1000,Thương lượng,"Helpdesk,It Support Desk,IT Phần Mềm,IT Admin,IT System;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"10 Java Software Engineer (Junior, Mid-Level, Senior, Leader)",Faber Vietnam Company Ltd,2/17/2022,1000,3000,Thương lượng,"Java,SQL,DevOps,AWS Services,Micro Services;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Partnership Development,Giftee Vietnam,2/23/2022,500,1000,$500 - $1000,"Saas,Partnership Development,B2B Business Development,Sales Closing;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Lập Trình Viên PHP BT21204,Công Ty Cổ Phần Tập Đoàn BRG,2/23/2022,700,1200,Thương lượng,"PHP,JavaScript,MySQL,HTML,CSS;",Hà Nội,toàn thời gian,Nhân viên,"10,000-19,999 Nhân viên",Bất kỳ
Nhân Viên IT - Quản Trị Hệ Thống,Công Ty TNHH Giải Pháp Dữ Liệu Sáng Tạo,2/23/2022,500,1500,$500 - $1500,"IT Engineering,Infrastructure;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Shopify Developer,Merkle Vietnam,2/23/2022,1000,1500,Thương lượng,"Shopify,PHP,My SQL,JavaScript,Web Application Technology;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Shift Manager,Swiss Post Solutions Ltd.,2/23/2022,500,1000,Thương lượng,"Production,Management;",Cần Thơ,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Bất kỳ
【632】Tuyển Kỹ Sư Thiết Kế Phần Mềm Cho Thiết Bị Điều Khiển Động Cơ,Công Ty TNHH R Techno Việt Nam,2/23/2022,1500,2500,$1500 - $2500,"Tiếng Nhật N3,Visual Studio,Lập Trình Điều Khiển,Phát Triển Phần Mềm,Lập Trình C++;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Trưởng Nhóm Phát Triển Phần Mềm (IT Software Leader),JACCS International Vietnam Finance,2/23/2022,1000,1400,$1000 - $1400,"Software,IT Software,Phần Mềm,Phát Triển Phần Mềm;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Software Tester,Swiss Post Solutions Ltd.,2/23/2022,700,1200,$700 - $1200,"Testers,Automation Test,Software Manual Test,Software Testing,QA Tool;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior / Java Engineer,Navigos Search's Client,2/23/2022,1500,3000,$1500 - $3000,Java;,Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Mobile Developer (Ios/android/react Native),"HDWebsoft Co., Ltd",2/23/2022,500,1500,Thương lượng,"iOS Development,React Native,Mobile App Development,JavaScript,Android;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Software Quality Analyst,MiTek Việt Nam,2/23/2022,500,2000,Thương lượng,"Software Testing,Software Quality,Construction Knowledge;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Nhân Viên IT ( Nam hoặc Nữ),Công Ty TNHH Việt Bokuto,2/23/2022,0,300,Tới $300,"Automation,Infrastructure,IT Engineering,Linux,Công Nghệ Thông Tin;",Bình Dương,toàn thời gian,Nhân viên,,Bất kỳ
Chuyên Viên Digital Marketing,Tập Đoàn An Phát,2/26/2022,500,800,$500 - $800,"Digital Marketing Tools,SEO,WordPress;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
Software Engineer,British University Vietnam (Buv),2/13/2022,500,600,Thương lượng,"Software Lifecycle Management,Software Development Management,English,Customer Service,Web Application;","Hà Nội,Hưng Yên",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
【602】Tuyển Kỹ Sư Phát Triển Ứng Dụng Web,Công Ty TNHH R Techno Việt Nam,2/23/2022,1700,2000,$1700 - $2000,"IT Phần Mềm,Phát Triển Ứng Dụng Web,Phát Triển Phần Mềm,Tiếng Nhật;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
