JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
"IT Specialist, Retail Support",Viet Idea Food & Beverages - An Authorized Licensee of Starbucks Coffeee International,2/24/2022,500,1000,Thương lượng,"Lan,WAN,Windows Server,MS SQL,Firewall;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
"Senior IT Specialist, Infrastructure and Security",Viet Idea Food & Beverages - An Authorized Licensee of Starbucks Coffeee International,2/24/2022,1000,1500,Thương lượng,"Tcpip,Networking Technology,Microsoft Windows Servers,Vmware,Cơ Sở Dữ Liệu Mssql;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Chuyên Viên IT Support / Helpdesk,Công Ty Cổ Phần Vinafco,2/24/2022,750,1250,Thương lượng,"IT Admin,It Helpdesk,It Support,Quản Trị Mạng,Quản Trị Phần Cứng;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,500-999 Nhân viên,Bất kỳ
IT System Network Engineer,Navigos Search's Client,2/24/2022,700,1000,$700 - $1000,"IT System,CCNA,Network,Mcsa,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Senior Marketplace Manager,Be Group Joint Stock Company,2/9/2022,2000,3000,Thương lượng,"Business Analysis,Business Analysis Tool,Online Marketplace,Market Analytics;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
MIS Assistant Manager,Samsung Vina Electronics (Savina-S),2/24/2022,1000,2000,Thương lượng,"English,SAP,MIS,IT System;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
IT Support,Công Ty Cổ Phần Chứng Khoán SSI,2/24/2022,100,1000,Thương lượng,"IT Admin,It Helpdesk,It Support;","Hà Nội,Hồ Chí Minh",toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
[Remote] Sr. Devops Engineer - Leading Cloud Service Platform,Page Group Vietnam,2/23/2022,3000,5000,$3000 - $5000,DevOps;,Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Senior Cyber Security Consultant,Deloitte Vietnam,1/27/2022,500,1500,Thương lượng,"Cyber Risk Management,IT Auditors,Information Technology,Software Testing,Data Analyst;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Business Operations Executive,Nexus Frontiertech Vietnam,1/28/2022,450,1000,Thương lượng,"English Business Fluent,Critical Thinking Skill,Business Process Design,Operations Dept,CRM System;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
IT System Developer Engineer,Navigos Search's Client,1/28/2022,600,900,$600 - $900,"System Development,IT Software,IT Software Development;","Hà Nội,Hưng Yên,Hải Dương",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Tuyển Gấp! Sale Manager,Goldenduck International (Vietnam) Co. Ltd.,1/28/2022,1000,2000,Thương lượng,"Tiếng Anh,Sale,Phim,Điện Tử;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
IT Infrastructure Engineer,Navigos Search's Client,1/28/2022,600,900,$600 - $900,"Hardware Maintenance,Infrastructure,IT Hardware,IT Admin;","Hà Nội,Hưng Yên,Hải Dương",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
[Hội Sở TP.HCM] - UI/UX Designer Supervisor/ Senior Officer,Shinhan Bank Vietnam,1/27/2022,500,10000,Thương lượng,"IT System,Thiết Kế Đồ Họa,Git,Digital Banking;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Business Intelligence Officer,ILA Vietnam,1/27/2022,450,600,$450 - $600,"Power BI Microsoft,Google Studio,SQL,Business Object,Data Analyst;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
"Network and Security Engineer (Up to $2,000)",CODE88 Company Limited,1/27/2022,600,1500,Thương lượng,"CCNP Security,Networking CCNA,Security Infrastructure,DNS,Email Security;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Machine Learning Engineer,Dai-Ichi Life Vietnam,1/27/2022,1000,1500,Thương lượng,"Machine Learning,Machine Engineering;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
"Software QA Engineer (+2 Years Experience) - Online Interview (Up to $2,000)",CODE88 Company Limited,1/27/2022,600,1500,Thương lượng,"Testers,QA,Test Case,Front End,Software QA;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
ERP Developer,Công Ty Cổ Phần Greenfeed Việt Nam,1/27/2022,700,1200,Thương lượng,"ERP,.NET,SQL,MySQL,Lập Trình Ứng Dụng;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
Senior ICT Manager,British University Vietnam (Buv),1/27/2022,2000,3000,Thương lượng,"English,ICT Solution,Management Information Systems,Information Technology,Leadership Mindset;","Hưng Yên,Hà Nội",toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
Full Stack .Net Developer,Customized Energy Solutions,1/27/2022,2000,5000,Thương lượng,"C#,ASP.NET,JavaScript,MVC;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Business Intelligence Manager,Công Ty Cổ Phần Dịch Vụ Di Động Trực Tuyến (Ví MoMo),1/27/2022,1500,2800,Thương lượng,"Business Intelligence,Data Analyst,Fintech,Database Query,Business Analyst BA;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
Business Analyst,Công Ty Cổ Phần Metub Việt Nam,1/27/2022,750,900,Thương lượng,"Computer Science,Business Information System,Business Analyst BA,IT Software;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Nhân Viên Kỹ Thuật,Công Ty Cổ Phần Công Nghệ Hoàng Kim Vkp,1/27/2022,300,700,$300 - $700,"Điện,Bảo Trì,Điện Lạnh,Cơ Khí,Tự Động Hóa;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Frontend Developer (Node.JS),Công Ty Cổ Phần Metub Việt Nam,1/27/2022,500,0,Thương lượng,"MVC,JavaScript,Front End,HTML,CSS;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Tester,Công Ty Cổ Phần Metub Việt Nam,1/27/2022,500,0,Thương lượng,"Debugging,Test Script Implementation,Jira,Testing Report,Bug Fix;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Specialist - Human Capital Information System (Hcis),Sabeco - Tổng Công Ty Cổ Phần Bia - Rượu - Nước Giải Khát Sài Gòn,1/27/2022,1500,2000,Thương lượng,"HRIS,Hris Experience,Human Resources,Data Science Tools,System;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Nhân Viên Thiết Kế SCADA,Công Ty Trách Nhiệm Hữu Hạn Điện Tự Động Thuận Nhật,1/27/2022,500,750,Thương lượng,"Autocad,SCADA,Kiểm Thử Phần Mềm,Automation,Corel;",Bình Dương,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Winform Developer,Công Ty Cổ Phần Greenfeed Việt Nam,1/27/2022,700,1000,Thương lượng,"SQL Server,C#,Devexpress,.NET,Algorithm;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
DevOps (Fresh),LOTTE Data Communication Company Limited Vietnam,1/27/2022,500,600,$500 - $600,"Linux,Fintech,Database,ETL,DevOps;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Kỹ Sư Phần Mềm,Công Ty Trách Nhiệm Hữu Hạn Điện Tự Động Thuận Nhật,1/27/2022,500,750,Thương lượng,"VB.NET,C#,Winform,ASP.NET,Devexpress;",Bình Dương,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
UI/UX Designer,Nexus Frontier Tech Vietnam,1/27/2022,700,1500,$700 - $1500,"Designer Skill,Wire Frames,Sketchup,English,UI Development;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Project Manager - Myanmar - 2000$,COMIT Corporation,1/27/2022,1500,2000,$1500 - $2000,"Project Management,English,Telecommunication,Viễn Thông,Quản Trị Dự Án;",Quốc tế,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Chuyên Viên Phát Triển Ứng Dụng Mobile ( iOS, Android) - Phòng Giải Pháp Ứng Dụng - Khối Công Nghệ",Ngân Hàng TMCP Quốc Dân (Ncb),1/27/2022,300,300,Thương lượng,"Mobile Development,Công Nghệ Thông Tin,Điện Tử Viễn Thông,Android App Design,IOS App Design;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Samsung Junior Talent_Tuyển Dụng Tài Năng Trẻ,Công Ty TNHH Samsung Display Việt Nam,1/27/2022,700,1000,$700 - $1000,"Electric,Electronic,Software,IT System,Mechantronics;","Bắc Ninh,Hà Nội",toàn thời gian,Nhân viên,"20,000-49,999 Nhân viên",Bất kỳ
UI UX Designer,Công Ty Cổ Phần Metub Việt Nam,1/27/2022,500,0,Thương lượng,"Agile,Design System,Figma,Web Apps Design,Uiux;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Senior Software Quality Assurance Engineer,PwC (Vietnam) Ltd.,1/27/2022,1000,1500,Thương lượng,"Software,IT Phần Mềm,Engineering Application Softwares,Technology;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
IT Staff,"Kortek Vina Co., Ltd",1/27/2022,300,500,Thương lượng,"IT Infrastructure Managemnet,Security System Management,Network Administration,CCTV System;","Hà Nội,Hà Nam",toàn thời gian,Nhân viên,,Bất kỳ
Web Application Developer,Công Ty Cổ Phần Greenfeed Việt Nam,1/27/2022,700,1200,Thương lượng,".NET,ASP.NET,Web API,SQL Server,Lập Trình API;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
Nhân Viên IT,Công Ty Cổ Phần Thương Mại Và Sản Xuất Nội Thất The One (Tiền Thân Là Công Ty Cổ Phần Nội Thất Hòa Phát),1/27/2022,300,1000,Thương lượng,"CCNA,Window Server,MS SQL,Hệ Thống Mạng,Hỗ Trợ Hệ Thống;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Customer Service Specialist (French/ Portuguese Speaking),Binance,1/27/2022,500,1500,Thương lượng,"English Writting Skill,Customer Service,French Speaking,Portuguese,Communication;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Physical Design Engineer (Urgent- on Board time After Tet Holiday),Navigos Search's Client,1/27/2022,1000,2500,$1000 - $2500,"Soc Design,RTL Design,Design Verification Testing,RTL Verification;","Hà Nội,Đà Nẵng,Hồ Chí Minh",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Business Partner - One of Biggest Retail Chain,Page Group Vietnam,2/16/2022,4000,5000,$4000 - $5000,Project Management;,Hồ Chí Minh,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Tiếng Anh
Digital Learning Resource Implementation Officer,British University Vietnam (Buv),1/21/2022,500,1000,Thương lượng,"Digital Tool,Software,Reporting,Planning,English;","Hưng Yên,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
IT Trainer,TMA Solutions,1/26/2022,1000,2000,Thương lượng,"IT Trainer,Data Structure,C++,Java,Mentoring Skill;","Hồ Chí Minh,Bình Định",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
02 Phát Triển Phần Mềm (Sofware Developer) (Làm Việc Tại Timor),Viettel Timor Unipessoal Lda,1/26/2022,1600,2200,$1600 - $2200,"PHP,IT Phần Mềm,Cài Đặt Hệ Thống,Framemaker,Java Core;","Hà Nội,Hồ Chí Minh,Quốc tế",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Database Administrator - DBA (Đi Làm Sau Tết),Công Ty Cổ Phần Viễn Thông Di Động Vietnamobile,1/26/2022,200,1000,Thương lượng,"Quản Trị Cơ Sở Dữ Liệu,Oracle,MySQL,MS SQL;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Frontend Engineer (JavaScript, ReactJS)",Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,1/26/2022,1000,2200,$1000 - $2200,"HTML5,ReactJS,Api,Computer Science,JavaScript;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Senior Growth Analyst,VI (Vietnam Investments) Group,1/26/2022,1000,2000,Thương lượng,"Data Analysis,Marketing,Business Analytics,Project Management,Growth Marketing;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
IT Developer Up To 2000$,Posco ICT Vietnam,1/26/2022,600,2000,$600 - $2000,"Oracle,Linux,Windows,Java,JavaScript;",Bà Rịa - Vũng Tàu,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"40 Embedded Software Developer (C++, Linux)",DEK Technologies,1/26/2022,500,2000,Thương lượng,"C++,Embedded C++,Linux,Linux Kernel;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Nhân Viên IT (Phụ Trách Hệ Thống ERP),Công Ty TNHH MTV Công Nghệ Phúc Sơn,1/26/2022,500,800,Thương lượng,"Tiếng Nhật N2,Quản Lý Hành Chính,Nhân Sự Tổng Hợp,Tuyển Dụng Nhân Sự,Quản Lý Phúc Lợi;",Bắc Ninh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chuyên Viên Kiểm Thử Và Vận Hành Phần Mềm,BIM Group,1/26/2022,500,700,Thương lượng,"Testers,BA Tester,Tester Automotive,App Tester,Ecommerce Tester;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
UI/UX Designer,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,1/26/2022,800,1400,$800 - $1400,"Figma,Design,Agile,Software;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"20 Embedded Software Developer ( Iot, C/C++ )",DEK Technologies,1/26/2022,500,1000,Thương lượng,"IoT Development,Embedded,Linux,C++,C Language;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Cộng Tác Viên Tuyển Sinh,CodeGym Việt Nam,1/26/2022,300,500,$300 - $500,"Sale,Tư Vấn;",Hà Nội,bán thời gian,Thực tập sinh/Sinh viên,25-99 Nhân viên,Bất kỳ
IT Helpdesk,"Innovature Consulting Co., Ltd",1/26/2022,400,500,Thương lượng,"Problem Solving,Interpersonal Communication Skill,Technical Support,Organization Skill,Monitoring System;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Firmware Engineer,Công Ty Cổ Phần Công Nghệ Xelex,1/26/2022,500,1000,Thương lượng,"Android,Firmware Development,Upgrade System;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Tester (QA / QC),Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,1/26/2022,300,0,Thương lượng,"QA,QC,Scrum,Jira;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Operations Support,ShopeePay,1/26/2022,500,1000,Thương lượng,"UAT Testing,Operations Dept,Fintech,Ewallet;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Social Key Account Management - Performance/ Program Analysis,Công Ty TNHH Shopee,1/26/2022,500,1500,$500 - $1500,"SQL,Ecommerce Platforms,Data Analyst,Consulting,Market Insights;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Senior Product Owner - Chương Trình Tiếng Anh Online Cho Trẻ Em (Edtech),Educa CORPORATION,1/26/2022,1000,2000,Thương lượng,"Product Ownership,Product Management,Product Control,English Online Teaching,Production Control Tasks;",Hà Nội,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
Power Platform Developer,The Database Consultant VN,1/25/2022,800,1200,Thương lượng,"Power BI Microsoft,Microsoft Office 365,Power Platform,Powerapps,Power Automate;","Quốc tế,Hồ Chí Minh,Hà Nội",bán thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
[HCMC] - BrSE (Japanese N2) - [2000$~4000$],New IT Japanese Company,1/25/2022,2000,4000,$2000 - $4000,"BrSE,BrSE Tiếng Nhật,Japanese,Software Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Senior IT Helpdesk,Chi Nhánh Công Ty TNHH KPMG,1/25/2022,100,1500,Thương lượng,"IT System,Công Nghệ Thông Tin,It Helpdesk,Windows10,MS Office;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
[HCM] - BrSE / Project Manager (Japanese N1)- [2500$~4500$],New Japanese Fintech Company,1/25/2022,2500,4500,$2500 - $4500,"Japanese,BrSE,BrSE Tiếng Nhật,Software Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
[HCMC] - Technical Delivery Manager (Japanese N2) - [3000$~5000$],Japanese IT Software Company,1/25/2022,3000,5000,$3000 - $5000,"Software Development,Project Management,Japanese,Cloud,IT Project Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
[Remote] - Frontend Developer - [1800$~2500$],IT Product Company,1/25/2022,1800,2500,$1800 - $2500,"ReactJS,Front End,Lập Trình Frontend,JavaScript;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
[HCMC] - NodeJS Developer [800$~1500$],Product Company,1/25/2022,800,1500,$800 - $1500,"Microservice,Web Development,NodeJS,API Web Services;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Head of People and Culture,VI (Vietnam Investments) Group,1/25/2022,2500,3000,$2500 - $3000,"Human Resources,Analytics Skill,Organizational Management,Leadership,Communication;",Hồ Chí Minh,toàn thời gian,Giám đốc,100-499 Nhân viên,Tiếng Anh
Product Manager (Thu Nhập Cạnh Tranh) - Ứng Dụng Tiếng Anh Online Cho Trẻ Em,Educa CORPORATION,1/25/2022,1500,2500,$1500 - $2500,"Product Designer,Product Ownership,Product Experiment,Project Management;",Hà Nội,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
[HCMC] Backend Engineer - [1500$~3000$],IT Product Company,1/25/2022,1500,3000,$1500 - $3000,"Java,PHP,Golang,.NET;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Staff,Công Ty TNHH Kintetsu World Express Việt Nam,1/25/2022,500,800,Thương lượng,"It Helpdesk,Mcsa,It Support,System Software,Infrastructure;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
[Product Company] - iOS Developer - [800$~1500$],IT Product Company In Ho Chi Minh City,1/25/2022,800,1500,$800 - $1500,"iOS,Swift,Unit Test,Xcode;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Pre-Sales Engineer,Netnam Corp.,1/25/2022,500,1000,$500 - $1000,"Giải Pháp Công Nghệ,Viễn Thông,Công Nghệ Thông Tin,Chăm Sóc Khách Hàng;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCMC] Principal Software Engineer (Frontend) - [3000$~4000$],IT Product Company,1/25/2022,3000,4000,$3000 - $4000,"JavaScript,TypeScript,ReactJS,VueJS,HTML CSS;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Chuyên Viên Phát Triển Sản Phẩm Private – P.khp,Công Ty Cổ Phần Chứng Khoán MB,1/25/2022,300,1000,Thương lượng,"Power BI Microsoft,Phát Triển Sản Phẩm,Chứng Khoán,Data Analyst,Chứng Khoán Đầu Tư;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCMC] - Project Manager (Japanese N2) - [2800$~3500$],Japanese Company In Ho Chi Minh,1/25/2022,2800,3500,$2800 - $3500,"Information Technology,Japanese,BrSE Tiếng Nhật,Project Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
